hit_type,company_name,country,zip_code,city,federal_state,website,booth,profile_url,exhibitor_id,product_categories,product_category_ids,description,address,pavilion,hashtags,principals_company,agents_company,principals_country,agents_country,sales_office,brochure,photo_url,linkedin_url,facebook_url,profile_title,profile_headings,profile_meta_description,excluded_source_reason
Exhibitor,MAPS & GLOBE SPECIALIST (SINGAPORE) PTE. LTD,SINGAPORE,,,,,NA AM5-6,https://exhibitors.informamarkets-info.com/event/MTV26/en-US/exhibitor/484724/maps-globe-specialist-%28singapore%29-pte-ltd,484724,,,,"1 Goldhill Plaza #03-39, Podium Block, Singapore 308899",,,,,,,IM Vietnam,,,,,MAPS & GLOBE SPECIALIST (SINGAPORE) PTE. LTD,,"MTA Vietnam 2026 exhibitor. Country: SINGAPORE. Booth: NA AM5-6. Address: 1 Goldhill Plaza #03-39, Podium Block, Singapore 308899.",
Exhibitor,MARPOSS,VIETNAM,,,,https://www.marposs.com/eng/,A AJ3-1,https://exhibitors.informamarkets-info.com/event/MTV26/en-US/exhibitor/476587/marposs,476587,"Control, Measuring & Monitoring /Inspection Equipment,Coordinate Measuring Equipment,Dimensional Measuring Devices,Material Testing Equipment,Precision Gauges,Precision Measurement Software,Testing, Calibration & Inspection","123779,123790,123801,123812,123824,123831,123842","Marposs a worldwide leader in Measurement, Inspection and Testing Designs and manufactures a wide range of products and solutions from precision measurement of mechanical components before, during and after the manufacturing process, to process controls and machine tool conditions, from leak tests for all industrial sectors, to automatic assembly and control lines. Marposs is a primary supplier of the major automotive manufacturers, for both ICE and EV applications, as well as the aerospace, HVAC-R, biomedical, energy, consumer electronics and glass containers sectors.","Lầu 7 Lô C1, Khu đô thị Trung Hòa Nhân Chính, Lê Văn Lương, Phường Yên Hòa, TP Hà Nội, Việt Nam",,,Marposs SPA,,Italy,,IM Vietnam,https://eec.informamarkets-info.com/oga/profile/upload/2026/05/15/CompanyProfile_G_2026-05-15_20260515175806A075.pdf,https://eec.informamarkets-info.com/oga/profile/upload/2026/05/15/blob_2026-05-15_20260515175625A066.png,https://www.linkedin.com/company/marposs/posts/,,MARPOSS,,"MTA Vietnam 2026 exhibitor. Country: VIETNAM. Booth: A AJ3-1. Categories: Control, Measuring & Monitoring /Inspection Equipment,Coordinate Measuring Equipment,Dimensional Measuring Devices,Material Testing Equipment,Precision Gauges,Precision Measurement Software,Testing, Calibration & Inspection. Marposs a worldwide leader in Measurement, Inspection and Testing Designs and manufactures a wide range of products and solutions from precision measurement of mechanical components before, during and after the manufacturing process, to process controls and machine tool conditions, from leak tests for all industrial sectors, to automatic assembly and control lines. Marposs is a primary supplier of the major automotive manufacturers, for both ICE and EV applications, as well as the aerospace, HVAC-R, biomedical, energy, consumer electronics and glass containers sectors. Address: Lầu 7 Lô C1, Khu đô thị Trung Hòa Nhân Chính, Lê Văn Lương, Phường Yên Hòa, TP Hà Nội, Việt Nam.",
Exhibitor,MAXIMART CORPORATION,TAIWAN,,,,https://www.maximartcorp.com/,TAITRA Hall A Stand AN2-2,https://exhibitors.informamarkets-info.com/event/MTV26/en-US/exhibitor/484602/maximart-corporation,484602,"Boring / Drilling / Tapping Machines,EDMs & Wire-Cut Machines,Grinding Machines,Lathes,Metal Cutting Machines - Others,Milling Machines,Machining Centres","123777,123802,123810,123819,123829,123835,123839","Year of 1983, since the reveal of the first ever Maximart brand machine, Maximart Corporation have been constantly manufacturing and launching advanced and technological machines throughout the world, including milling machine, vertical machining center, lathe (turning machine), EDM machine, and grinding machine. Reaching the fourth decades, Maximart Corporation specialize in a wide selection of sophisticated CNC vertical machining centers. ► 3-axis Machining Center ► 5-axis Mach​ining Center ► Gantry-type 5-axis Machining Center Innovation and development are generated at our company culture, Maximart Corporation stay committed to cutting-edge technology and contributed to the development of machine tool industry, gaining a foothold in competitive machinery equipment market. In addition, client relationship and service play an important role through our company culture, and the main goal to fulfill all demands in respect of key fields is always our priority to all our valued clients globally and nationally.","11 F., No. 18, Sec. 1, Chang’an E. Rd., Zhongshan Dist., Taipei City 10442, Taiwan (R.O.C.)",TAITRA,,,,,,IM IEM,https://eec.informamarkets-info.com/oga/profile/upload/2026/06/04/MTA_brochure_12_2026-06-04_20260604143345A779.pdf,https://eec.informamarkets-info.com/oga/profile/upload/2026/04/07/blob_2026-04-07_20260407162209A443.jpeg,,https://www.facebook.com/MaximartCorp,MAXIMART CORPORATION,,"MTA Vietnam 2026 exhibitor. Country: TAIWAN. Booth: TAITRA Hall A Stand AN2-2. Categories: Boring / Drilling / Tapping Machines,EDMs & Wire-Cut Machines,Grinding Machines,Lathes,Metal Cutting Machines - Others,Milling Machines,Machining Centres. Year of 1983, since the reveal of the first ever Maximart brand machine, Maximart Corporation have been constantly manufacturing and launching advanced and technological machines throughout the world, including milling machine, vertical machining center, lathe (turning machine), EDM machine, and grinding machine. Reaching the fourth decades, Maximart Corporation specialize in a wide selection of sophisticated CNC vertical machining centers. ► 3-axis Machining Center ► 5-axis Mach​ining Center ► Gantry-type 5-axis Machining Center Innovation and development are generated at our company culture, Maximart Corporation stay committed to cutting-edge technology and contributed to the development of machine tool industry, gaining a foothold in competitive machinery equipment market. In addition, client relationship and service play an important role through our company culture, and the main goal to fulfill all demands in respect of key fields is always our priority to all our valued clients globally and nationally. Address: 11 F., No. 18, Sec. 1, Chang’an E. Rd., Zhongshan Dist., Taipei City 10442, Taiwan (R.O.C.). Pavilion: TAITRA.",
Exhibitor,Maxphotonics,CHINA,,,,https://www.maxlasers.com,BESA Hall A Stand AM2-1,https://exhibitors.informamarkets-info.com/event/MTV26/en-US/exhibitor/484697/maxphotonics,484697,"Gear Cutting,Welding Equipment,Metal Cutting Machines - Others","123783,123787,123829","Founded in 2004, Maxphotonics products can be widely used in marking, engraving, cutting, drilling, cladding, welding, surface treatment, rapid prototyping, additive manufacturing and other processing technologies. The sales and service network covers Asia, Europe, America and Oceania, etc. countries and regions.","Maxphotonics Industrial Park, 3rd Furong Road, Furong Industrial Area, Shajing, Bao’an, Shenzhen, China.518125",BESA,,,,,,IM IEM,,https://eec.informamarkets-info.com/oga/profile/upload/2026/05/19/blob_2026-05-19_20260519095138A837.png,https://www.linkedin.com/company/maxphotonics/,https://m.facebook.com/Maxphotonics/,Maxphotonics,,"MTA Vietnam 2026 exhibitor. Country: CHINA. Booth: BESA Hall A Stand AM2-1. Categories: Gear Cutting,Welding Equipment,Metal Cutting Machines - Others. Founded in 2004, Maxphotonics products can be widely used in marking, engraving, cutting, drilling, cladding, welding, surface treatment, rapid prototyping, additive manufacturing and other processing technologies. The sales and service network covers Asia, Europe, America and Oceania, etc. countries and regions. Address: Maxphotonics Industrial Park, 3rd Furong Road, Furong Industrial Area, Shajing, Bao’an, Shenzhen, China.518125. Pavilion: BESA.",china_or_chinese_company
Exhibitor,"MECHDARECARE (HUBEI) INDUSTRY CO.,LTD.",CHINA,,,,https://www.mdcarehubei.com,BESA Hall A Stand AA4-3,https://exhibitors.informamarkets-info.com/event/MTV26/en-US/exhibitor/484703/mechdarecare-%28hubei%29-industry-co-ltd,484703,Lubricants & Chemicals,123811,"MECHDARECARE INDUSTRY CO., LTD. located in Hubei, is a high-tech enterprise dedicated to the research and development of fine chemical products aimed at maintaining modern industrial equipment and processing mechanical parts. We engage in extensive collaboration with numerous domestic and international universities and research institutions, while also monitoring global scientific and technological trends and advancements. Our approach integrates product research and development with sales and technical services, tailored to the maintenance needs of industrial equipment and the production requirements of machining. We have established professional sales and service teams in major cities across the country to deliver the most scientifically sound equipment maintenance plans for industrial enterprises. Our offerings include timely and systematic products, on-site services for the safe operation of production equipment, and tailored solutions for process cleaning and rust prevention in machining production. MECHDARECARE adheres to the product design principles of safety, environmental protection, and high efficiency, providing innovative products and services for cleaning, rust prevention, anti-corrosion, descaling, sealing, lubrication, and water treatment of electromechanical equipment and metal parts across various industries, including aerospace, mechanical processing, petrochemical, steel manufacturing, energy and power, transportation, and telecommunications. MECHDARECARE embraces core values of dedication to the public interest, comprehensive capability development, and a commitment to continuous improvement. The company respects the principles of universal participation in sales and collective ownership, places a high priority on environmental protection, actively engages in enhancing the humanistic environment, and collaborates with partners to realize the vision of a 'blue sky and white clouds' for society!","North of Route 7, East of Route 1, Yuekou Industrial Park, Tianmen City, Hubei Province.",BESA,,,,,,IM IEM,https://eec.informamarkets-info.com/oga/profile/upload/2026/03/26/麦达可尔宣传册-英文版_2026-03-26_20260326163251A596.pdf,https://eec.informamarkets-info.com/oga/profile/upload/2026/03/26/blob_2026-03-26_20260326162606A591.png,,,"MECHDARECARE (HUBEI) INDUSTRY CO.,LTD.",,"MTA Vietnam 2026 exhibitor. Country: CHINA. Booth: BESA Hall A Stand AA4-3. Categories: Lubricants & Chemicals. MECHDARECARE INDUSTRY CO., LTD. located in Hubei, is a high-tech enterprise dedicated to the research and development of fine chemical products aimed at maintaining modern industrial equipment and processing mechanical parts. We engage in extensive collaboration with numerous domestic and international universities and research institutions, while also monitoring global scientific and technological trends and advancements. Our approach integrates product research and development with sales and technical services, tailored to the maintenance needs of industrial equipment and the production requirements of machining. We have established professional sales and service teams in major cities across the country to deliver the most scientifically sound equipment maintenance plans for industrial enterprises. Our offerings include timely and systematic products, on-site services for the safe operation of production equipment, and tailored solutions for process cleaning and rust prevention in machining production. MECHDARECARE adheres to the product design principles of safety, environmental protection, and high efficiency, providing innovative products and services for cleaning, rust prevention, anti-corrosion, descaling, sealing, lubrication, and water treatment of electromechanical equipment and metal parts across various industries, including aerospace, mechanical processing, petrochemical, steel manufacturing, energy and power, transportation, and telecommunications. MECHDARECARE embraces core values of dedication to the public interest, comprehensive capability development, and a commitment to continuous improvement. The company respects the principles of universal participation in sales and collective ownership, places a high priority on environmental protection, actively engages in enhancing the humanistic environment, and collaborates with partners to realize the vision of a 'blue sky and white clouds' for society! Address: North of Route 7, East of Route 1, Yuekou Industrial Park, Tianmen City, Hubei Province.. Pavilion: BESA.",china_or_chinese_company
Exhibitor,Mglory Industry,VIETNAM,,,,,A AM2-4,https://exhibitors.informamarkets-info.com/event/MTV26/en-US/exhibitor/476586/mglory-industry,476586,"Bending Machines,Die Casting Machines,Laser Cutting & Laser Systems / Machines,Mould and Die,Metal Forming / Sheet Metal Cutting Machines - Others,Presses & Shears,Punching & Stamping Machines,Injection Molding Machines,Coiling & Wire Forming Machines,Waterjet Cutting Machines","123776,123781,123793,123796,123805,123815,123825,123827,123832,123843","Mglory is a certified manufacturer that is dedicated to providing advanced precision stamping tools and precision metal stamping services for a wide range of industries. Our commitment to quality is reflected in our ISO9001 and IATF16949 certifications, which ensure that our clients receive the highest quality products and services. Over the past 15 years, we have grown into a technology-driven enterprise with 60 technicians and engineers among our total of 200 employees. Our team of experts is highly skilled in the design, production, and assembly of precision stamped parts, and we are constantly investing in new equipment and technology to stay at the forefront of our industry. Our direct and indriect clients include some of the world's leading companies, such as Apple, Bosch, Mindray, and Schneider Electric. We are proud to be a trusted partner for these companies, providing them with the precision stamped components they need for their products.","Lô C7, đường số 8, khu công nghiệp Sông Mây, xã Tân An, tỉnh Đồng Nai, Việt Nam",,,,,,,IM Vietnam,,https://eec.informamarkets-info.com/oga/profile/upload/2026/04/15/blob_2026-04-15_20260415200448A625.png,,,Mglory Industry,,"MTA Vietnam 2026 exhibitor. Country: VIETNAM. Booth: A AM2-4. Categories: Bending Machines,Die Casting Machines,Laser Cutting & Laser Systems / Machines,Mould and Die,Metal Forming / Sheet Metal Cutting Machines - Others,Presses & Shears,Punching & Stamping Machines,Injection Molding Machines,Coiling & Wire Forming Machines,Waterjet Cutting Machines. Mglory is a certified manufacturer that is dedicated to providing advanced precision stamping tools and precision metal stamping services for a wide range of industries. Our commitment to quality is reflected in our ISO9001 and IATF16949 certifications, which ensure that our clients receive the highest quality products and services. Over the past 15 years, we have grown into a technology-driven enterprise with 60 technicians and engineers among our total of 200 employees. Our team of experts is highly skilled in the design, production, and assembly of precision stamped parts, and we are constantly investing in new equipment and technology to stay at the forefront of our industry. Our direct and indriect clients include some of the world's leading companies, such as Apple, Bosch, Mindray, and Schneider Electric. We are proud to be a trusted partner for these companies, providing them with the precision stamped components they need for their products. Address: Lô C7, đường số 8, khu công nghiệp Sông Mây, xã Tân An, tỉnh Đồng Nai, Việt Nam.",
Exhibitor,MIDA Precision Mold Corp.,VIETNAM,,,,https://midamold.com,A AE1-2,https://exhibitors.informamarkets-info.com/event/MTV26/en-US/exhibitor/475997/mida-precision-mold-corp,475997,"Die Casting Machines,Mould and Die","123781,123796","Established in 2005 and headquartered in Long An Province, Vietnam, MIDA is a leading manufacturer of precision injection molds. We are committed to creating sustainable value for people, communities, and the planet. Operating a 45,000m² manufacturing facility, MIDA is equipped with state-of-the-art workshops and cutting-edge machinery imported from Japan, Switzerland, Germany, and the United States.","Quốc lộ 1A, Ấp 1, Xã Mỹ Yên, Tây Ninh, Việt Nam",,,,,,,IM Vietnam,,https://eec.informamarkets-info.com/oga/profile/upload/2026/04/06/blob_2026-04-06_20260406150905A411.png,,,MIDA Precision Mold Corp.,,"MTA Vietnam 2026 exhibitor. Country: VIETNAM. Booth: A AE1-2. Categories: Die Casting Machines,Mould and Die. Established in 2005 and headquartered in Long An Province, Vietnam, MIDA is a leading manufacturer of precision injection molds. We are committed to creating sustainable value for people, communities, and the planet. Operating a 45,000m² manufacturing facility, MIDA is equipped with state-of-the-art workshops and cutting-edge machinery imported from Japan, Switzerland, Germany, and the United States. Address: Quốc lộ 1A, Ấp 1, Xã Mỹ Yên, Tây Ninh, Việt Nam.",
Exhibitor,"MIEN TRUNG MACHINERY CO.,LTD",VIETNAM,,,,http://vnplasticpart.com,JETRO VN Hall B Stand VN08,https://exhibitors.informamarkets-info.com/event/MTV26/en-US/exhibitor/484662/mien-trung-machinery-co-ltd,484662,"Die Casting Machines,Mould and Die,Precision Mechanical Parts,Industrial Supporting Components","123781,123796,131447,131450","""Mien Trung Industrial Machinery Manufacturing Co.,Ltd. Established on November 16, 2016, under Business Registration No. 0401800652 issued by the Department of Planning and Investment of Da Nang City. Field of Operation: Our company specializes in precision mechanical processing, Designing, Mold manufacturing, and plastic injection molding. With a team of skilled engineers and professional technicians, combined with a modern machinery system, we are committed to delivering the highest quality products and services to our valued customers.""","Road No. 9, Hoa Khanh Industrial Park",JETRO VN,,,,,,IM VIETNAM (JETRO),https://eec.informamarkets-info.com/oga/profile/upload/2026/05/13/PROFILECTY_2026-05-13_20260513172418A532.pdf,https://eec.informamarkets-info.com/oga/profile/upload/2026/05/13/blob_2026-05-13_20260513160317A165.png,,https://l.facebook.com/l.php?u=https%3A%2F%2Fkhuonmaumientrung.com%2F%3Ffbclid%3DIwZXh0bgNhZW0CMTAAYnJpZBExeXhSenVtUTZIeVRWZmJGNnNydGMGYXBwX2lkEDIyMjAzOTE3ODgyMDA4OTIAAR6R_zoykUIOGmUOrDY2sGjcxAG-jy_5oUD8yaXKcSDgUdScN5qdAWVaZBg4gg_aem_cn-Hk6NLptI4DBKKGv8dOQ&h=AUDFlDZZ-1f8FLLAgUUlH5B4HjGHhH6uDDkYxpYC8oOY69Lo5aFErmO5U5vYiaWTOFjd1xIxb4XMEUrLHK3jbiN0mBSsfHg9LZ4bTCMEyhyxk0y363cUuQ2vRn6xSUNFryye,"MIEN TRUNG MACHINERY CO.,LTD",,"MTA Vietnam 2026 exhibitor. Country: VIETNAM. Booth: JETRO VN Hall B Stand VN08. Categories: Die Casting Machines,Mould and Die,Precision Mechanical Parts,Industrial Supporting Components. ""Mien Trung Industrial Machinery Manufacturing Co.,Ltd. Established on November 16, 2016, under Business Registration No. 0401800652 issued by the Department of Planning and Investment of Da Nang City. Field of Operation: Our company specializes in precision mechanical processing, Designing, Mold manufacturing, and plastic injection molding. With a team of skilled engineers and professional technicians, combined with a modern machinery system, we are committed to delivering the highest quality products and services to our valued customers."" Address: Road No. 9, Hoa Khanh Industrial Park. Pavilion: JETRO VN.",
Exhibitor,"MINH MAN PRINTING CO., LTD.",VIETNAM,,,,https://mmlabel.vn/,JETRO VN Hall B Stand VN09,https://exhibitors.informamarkets-info.com/event/MTV26/en-US/exhibitor/484653/minh-man-printing-co-ltd,484653,Industrial Supporting Components,131450,"Minh Man – mmlabel With the message “International solution for your labels”, Minh Man Printing Company is always conscious of the benefits of customers from revolutionary solutions in printing technology with 5 steps: Solution consulting – Thorough design – Appropriate materials – Applied technologies – Product optimization. * The core purpose is bringing customers 4 values “Safety – Accuracy – Aesthetics – Durability”","Lot B6-7, D2 Street, Tan Phu Trung Industrial Park, Tram Bom Hamlet, Cu Chi District, Ho Chi Minh City, Viet Nam.",JETRO VN,,,,,,IM VIETNAM (JETRO),https://eec.informamarkets-info.com/oga/profile/upload/2026/05/13/1_2026-05-13_20260513171014A462.jpg,https://eec.informamarkets-info.com/oga/profile/upload/2026/05/13/blob_2026-05-13_20260513170708A445.jpeg,www.linkedin.com/in/mmlabel-hightech-printing,https://www.facebook.com/share/1ASFZMbyAv/?mibextid=wwXIfr,"MINH MAN PRINTING CO., LTD.",,"MTA Vietnam 2026 exhibitor. Country: VIETNAM. Booth: JETRO VN Hall B Stand VN09. Categories: Industrial Supporting Components. Minh Man – mmlabel With the message “International solution for your labels”, Minh Man Printing Company is always conscious of the benefits of customers from revolutionary solutions in printing technology with 5 steps: Solution consulting – Thorough design – Appropriate materials – Applied technologies – Product optimization. * The core purpose is bringing customers 4 values “Safety – Accuracy – Aesthetics – Durability” Address: Lot B6-7, D2 Street, Tan Phu Trung Industrial Park, Tram Bom Hamlet, Cu Chi District, Ho Chi Minh City, Viet Nam.. Pavilion: JETRO VN.",
Exhibitor,"MINITOR CO.,LTD.",JAPAN,,,,https://www.minitor.co.jp/en/,JETRO HALL A Hall A Stand AM4-9,https://exhibitors.informamarkets-info.com/event/MTV26/en-US/exhibitor/482599/minitor-co-ltd,482599,"Abrasives Products,Power Packs & Power Tools","123775,123823","Since established in 1962, we have been manufacturing and supplying precision electric micro grinder “Minimo” and Sentan Tool, various tools to mount on Minimo. Our strength is a variety of product lineup for more than 5,000 items, one of the best in our industry. Our products are used in automotive industry and a wide range such as aerospace, metal mold, semiconductor and medical fields. We have valued listening to customer's voice, providing solution and analyzing each industry. Our products are used for parts processing and finishing stages in production often and play significant role related to precision, safety and reliability for customer's products. We are comitted to improving quality of our products and supporting their manufacturing by providing products they need.","3-21-1 Ryogoku, Sumida-ku, Tokyo, 130-0026 Japan",JETRO HALL A,,,"Hason Technology and Trading Co., Ltd.",,Vietnam,IM ISOA,https://eec.informamarkets-info.com/oga/profile/upload/2026/05/01/会社案内_2026-05-01_20260501150804A950.pdf,https://eec.informamarkets-info.com/oga/profile/upload/2026/05/01/blob_2026-05-01_20260501150052A939.png,https://www.linkedin.com/in/masa-y-yokoyama-8ab443313,,"MINITOR CO.,LTD.",,"MTA Vietnam 2026 exhibitor. Country: JAPAN. Booth: JETRO HALL A Hall A Stand AM4-9. Categories: Abrasives Products,Power Packs & Power Tools. Since established in 1962, we have been manufacturing and supplying precision electric micro grinder “Minimo” and Sentan Tool, various tools to mount on Minimo. Our strength is a variety of product lineup for more than 5,000 items, one of the best in our industry. Our products are used in automotive industry and a wide range such as aerospace, metal mold, semiconductor and medical fields. We have valued listening to customer's voice, providing solution and analyzing each industry. Our products are used for parts processing and finishing stages in production often and play significant role related to precision, safety and reliability for customer's products. We are comitted to improving quality of our products and supporting their manufacturing by providing products they need. Address: 3-21-1 Ryogoku, Sumida-ku, Tokyo, 130-0026 Japan. Pavilion: JETRO HALL A. Agents/company reps: Hason Technology and Trading Co., Ltd.. Agent countries: Vietnam.",
Exhibitor,MODUL,GERMANY,,,,https://modul-mt.com,German Pavilion Hall A Stand AC 3-3,https://exhibitors.informamarkets-info.com/event/MTV26/en-US/exhibitor/484667/modul,484667,"Grinding Machines,Metal Cutting Machines - Others,Machining Centres","123810,123829,123839","MODUL gear cutting machines are the safe choice when it comes to precise and efficient manufacturing of gears. MODUL has repeatedly set new standards in innovative gear manufacturing technologies since 1950. MODUL offers hobbing, chamfering and deburring and power skiving to cover the complete technology range for soft machining of gears. Skiving (hobbing of hardened gears) and our power skiving machine are also provided for hard machining of gears. MODUL gear cutting machines are successfully used in many industrial sectors, including automotive and e-mobility, robotic, aerospace, railway, agricultural machinery and commercial vehicles, energy sector and at manufacturers of industrial components. MODUL gear cutting machines are ideal for wheel-type gears and shafts for transmissions, shafts with multiple gears, gears made from special materials, gears on crankshafts as well as for milling and chamfering / deburring. MODUL gear cutting machines deliver high productivity and flexibility for both single-piece or small-batch and mass production with a high level of automation and customization.","Schulstr. 63, Chemnitz",German Pavilion,,,,,,IM ISOA,,https://eec.informamarkets-info.com/oga/profile/upload/2026/05/05/blob_2026-05-05_20260505223437A148.jpeg,https://www.linkedin.com/company/modul-mt-verzahntechnik-gmbh/,,MODUL,,"MTA Vietnam 2026 exhibitor. Country: GERMANY. Booth: German Pavilion Hall A Stand AC 3-3. Categories: Grinding Machines,Metal Cutting Machines - Others,Machining Centres. MODUL gear cutting machines are the safe choice when it comes to precise and efficient manufacturing of gears. MODUL has repeatedly set new standards in innovative gear manufacturing technologies since 1950. MODUL offers hobbing, chamfering and deburring and power skiving to cover the complete technology range for soft machining of gears. Skiving (hobbing of hardened gears) and our power skiving machine are also provided for hard machining of gears. MODUL gear cutting machines are successfully used in many industrial sectors, including automotive and e-mobility, robotic, aerospace, railway, agricultural machinery and commercial vehicles, energy sector and at manufacturers of industrial components. MODUL gear cutting machines are ideal for wheel-type gears and shafts for transmissions, shafts with multiple gears, gears made from special materials, gears on crankshafts as well as for milling and chamfering / deburring. MODUL gear cutting machines deliver high productivity and flexibility for both single-piece or small-batch and mass production with a high level of automation and customization. Address: Schulstr. 63, Chemnitz. Pavilion: German Pavilion.",
Exhibitor,"MORI IRON WORKS CO.,LTD.",JAPAN,,,,http://www.moriiron.com/english/,JETRO HALL A Hall A Stand AM4-6,https://exhibitors.informamarkets-info.com/event/MTV26/en-US/exhibitor/484622/mori-iron-works-co-ltd,484622,"Punching & Stamping Machines,Injection Molding Machines","123825,123827","We are a Japanese manufacturer specializing in hydraulic press machines. Our FB press machines hold the world’s top market share, and we have exported them to more than 30 countries worldwide. In addition to our headquarters in Japan, we also have sales and service offices in South Korea, China, Thailand, Canada, and Germany, enabling us to provide comprehensive after-sales support globally. Fine blanking processing, commonly referred to as “FB processing,” has become widely established as an economical manufacturing method that applies hydrostatic pressure to metal materials in order to enhance plasticity, allowing smooth full-surface shearing and three-dimensional forming of thick materials. In FB processing, besides the shearing force, hydrostatic pressure is generated by using a blank holder force that clamps the material with V-shaped projections, as well as a counter pressure opposing the shearing force. Dedicated FB presses are equipped with hydraulic control systems that independently adjust these forces, while also providing processing speeds of approximately 5–35 mm per second, together with high rigidity and precision.","2078 Ide, Kashima-shi, Saga Prefecture, 49-1302 Japan",JETRO HALL A,,,,,,IM ISOA,https://eec.informamarkets-info.com/oga/profile/upload/2026/05/11/FBpress_2026-05-11_20260511085517A566.pdf,https://eec.informamarkets-info.com/oga/profile/upload/2026/05/11/blob_2026-05-11_20260511084453A558.jpeg,,,"MORI IRON WORKS CO.,LTD.",,"MTA Vietnam 2026 exhibitor. Country: JAPAN. Booth: JETRO HALL A Hall A Stand AM4-6. Categories: Punching & Stamping Machines,Injection Molding Machines. We are a Japanese manufacturer specializing in hydraulic press machines. Our FB press machines hold the world’s top market share, and we have exported them to more than 30 countries worldwide. In addition to our headquarters in Japan, we also have sales and service offices in South Korea, China, Thailand, Canada, and Germany, enabling us to provide comprehensive after-sales support globally. Fine blanking processing, commonly referred to as “FB processing,” has become widely established as an economical manufacturing method that applies hydrostatic pressure to metal materials in order to enhance plasticity, allowing smooth full-surface shearing and three-dimensional forming of thick materials. In FB processing, besides the shearing force, hydrostatic pressure is generated by using a blank holder force that clamps the material with V-shaped projections, as well as a counter pressure opposing the shearing force. Dedicated FB presses are equipped with hydraulic control systems that independently adjust these forces, while also providing processing speeds of approximately 5–35 mm per second, together with high rigidity and precision. Address: 2078 Ide, Kashima-shi, Saga Prefecture, 49-1302 Japan. Pavilion: JETRO HALL A.",
Exhibitor,MST CORPORATION,JAPAN,,,,https://www.mst-corp.co.jp,A AK4-1,https://exhibitors.informamarkets-info.com/event/MTV26/en-US/exhibitor/476017/mst-corporation,476017,"Gear Cutting,Jigs & Fixtures","123783,123792","We are the first Tool-Holder manufacturer in Japan, having been founded in 1937. Our original, unique products have earned a reputation as having “the best technology and quality in the industry”, and our products are greatly appreciated by customers worldwide.","1738 Kitatahara-Cho, Ikoma-Shi, Nara-Ken 630-0142",,,,YAMAZEN VIETNAM CO LTD,,Vietnam,IM IEM,https://eec.informamarkets-info.com/oga/profile/upload/2026/05/19/2511__compressed_2026-05-19_20260519160521A646.pdf,https://eec.informamarkets-info.com/oga/profile/upload/2026/05/19/blob_2026-05-19_20260519160354A644.jpeg,https://www.linkedin.com/company/mst-corporation-japan,https://www.facebook.com/MstTooling,MST CORPORATION,,"MTA Vietnam 2026 exhibitor. Country: JAPAN. Booth: A AK4-1. Categories: Gear Cutting,Jigs & Fixtures. We are the first Tool-Holder manufacturer in Japan, having been founded in 1937. Our original, unique products have earned a reputation as having “the best technology and quality in the industry”, and our products are greatly appreciated by customers worldwide. Address: 1738 Kitatahara-Cho, Ikoma-Shi, Nara-Ken 630-0142. Agents/company reps: YAMAZEN VIETNAM CO LTD. Agent countries: Vietnam.",
Exhibitor,"NAKANIHON-RO KOGYO CO.,LTD.",JAPAN,,,,https://nakanihon-ro.co.jp/,JETRO HALL A Hall A Stand AN4-2,https://exhibitors.informamarkets-info.com/event/MTV26/en-US/exhibitor/484610/nakanihon-ro-kogyo-co-ltd,484610,Heat Treatment,123784,"We are an integrated manufacturer of design, production and construction using extensive experience and new technology. We have the ability to manufacture vacuum furnaces, electric furnaces, and combustion furnaces. We have a complete production department and fully after-sales service is available. We carry out rigorous testing and inspections on each unit and constantly strive to improve quality.","8, Yasewari, Kiori, Ama-City, Aichi Prefecture, 490-1203 Japan",JETRO HALL A,,,,,,IM ISOA,https://eec.informamarkets-info.com/oga/profile/upload/2026/05/07/英語_中日本炉工業株式会社_2026-05-07_20260507140240A455.pdf,https://eec.informamarkets-info.com/oga/profile/upload/2026/05/07/blob_2026-05-07_20260507140144A453.jpeg,,,"NAKANIHON-RO KOGYO CO.,LTD.",,"MTA Vietnam 2026 exhibitor. Country: JAPAN. Booth: JETRO HALL A Hall A Stand AN4-2. Categories: Heat Treatment. We are an integrated manufacturer of design, production and construction using extensive experience and new technology. We have the ability to manufacture vacuum furnaces, electric furnaces, and combustion furnaces. We have a complete production department and fully after-sales service is available. We carry out rigorous testing and inspections on each unit and constantly strive to improve quality. Address: 8, Yasewari, Kiori, Ama-City, Aichi Prefecture, 490-1203 Japan. Pavilion: JETRO HALL A.",
